,,,Nuestro doc: SDM [C360] - Componentes,,Ejemplo correcto:,,,,,,,,,,,,,,,Schema,Componente,,,,Dataproc Live,,,,,Planificación Proceso,,,Adicional,Países en los que aplica (Opcional),,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/rzua/master/t_rzua_sust_operations,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv17.1.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv17.1.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv17.1.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv17.1.0",t_rzua_sust_operations,RZUA_sust-operations_MRField.conf,DELIVERED,16.0.2,RZUA,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/rzua_hamm/16.0.2/hammurabi/confs/master/rzua/RZUA_sust-operations_MRField.conf,CUTOFF_DATE,6,Monthly,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/rzua/master/t_rzua_sust_operations,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv17.1.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv17.1.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv17.1.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv17.1.0",t_rzua_sust_operations,RZUA_sust-operations_MRField.conf,DELIVERED,16.1.7,RZUA,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/rzua_hamm/16.1.7/hammurabi/confs/master/rzua/RZUA_sust-operations_MRField.conf,CUTOFF_DATE,6,Monthly,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/rzua/master/t_rzua_sust_operations,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv17.1.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv17.1.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv17.1.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv17.1.0",t_rzua_sust_operations,RZUA_sust-operations_MRField.conf,DELIVERED,17.1.0,RZUA,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/rzua_hamm/17.1.0/hammurabi/confs/master/rzua/RZUA_sust-operations_MRField.conf,CUTOFF_DATE,6,Monthly,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/rzua/master/t_rzua_sust_operations,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationsmmrule-01.json?at=refs%2Ftags%2Fv17.1.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationsmmrule-01.json?at=refs%2Ftags%2Fv17.1.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationsmmrule-01.json?at=refs%2Ftags%2Fv17.1.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationsmmrule-01.json?at=refs%2Ftags%2Fv17.1.0",t_rzua_sust_operations,RZUA_sust-operations_KCOG_entity_MMRule.conf,DELIVERED,16.1.3,RZUA,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/rzua_hamm/16.1.3/hammurabi/confs/master/rzua/RZUA_sust-operations_KCOG_entity_MMRule.conf,"CUTOFF_DATE, SOURCE",1,Monthly,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/rzua/master/t_rzua_sust_operations,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv17.1.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv17.1.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv17.1.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationsmrfield-01.json?at=refs%2Ftags%2Fv17.1.0",t_rzua_sust_operations,RZUA_sust-operations_MRField.conf,DELIVERED,16.0.5,RZUA,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/rzua_hamm/16.0.5/hammurabi/confs/master/rzua/RZUA_sust-operations_MRField.conf,CUTOFF_DATE,6,Monthly,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/rzua/master/t_rzua_sust_operations_cib,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationscibmrfield-01.json?at=refs%2Ftags%2Fv17.1.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationscibmrfield-01.json?at=refs%2Ftags%2Fv17.1.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationscibmrfield-01.json?at=refs%2Ftags%2Fv17.1.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationscibmrfield-01.json?at=refs%2Ftags%2Fv17.1.0",t_rzua_sust_operations_cib,RZUA_sust-operations-cib_MRField.conf,DELIVERED,15.1.0,RZUA,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/rzua_hamm/15.1.0/hammurabi/confs/master/rzua/RZUA_sust-operations-cib_MRField.conf,CUTOFF_DATE,2,Monthly,DQ Local,Holding,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/rzua/master/t_rzua_sust_operations_cib,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationscibmrobject-01.json?at=refs%2Ftags%2Fv17.1.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationscibmrobject-01.json?at=refs%2Ftags%2Fv17.1.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationscibmrobject-01.json?at=refs%2Ftags%2Fv17.1.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationscibmrobject-01.json?at=refs%2Ftags%2Fv17.1.0",t_rzua_sust_operations_cib,RZUA_sust-operations-cib_MRObject.conf,DELIVERED,15.1.0,RZUA,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/rzua_hamm/15.1.0/hammurabi/confs/master/rzua/RZUA_sust-operations-cib_MRObject.conf,"CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",1,Monthly,DQ Local,Holding,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/rzua/master/t_rzua_sust_operations_cib,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationscibmmrule-01.json?at=refs%2Ftags%2Fv17.1.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationscibmmrule-01.json?at=refs%2Ftags%2Fv17.1.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationscibmmrule-01.json?at=refs%2Ftags%2Fv17.1.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationscibmmrule-01.json?at=refs%2Ftags%2Fv17.1.0",t_rzua_sust_operations_cib,RZUA_sust-operations-cib_G5M3_sust-mob-operations_MMRule.conf,DELIVERED,15.1.0,RZUA,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/rzua_hamm/15.1.0/hammurabi/confs/master/rzua/RZUA_sust-operations-cib_G5M3_sust-mob-operations_MMRule.conf,CUTOFF_DATE,1,Monthly,DQ Local,Holding,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/rzua/master/t_rzua_sust_operations_cib,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationscibmmrule-02.json?at=refs%2Ftags%2Fv17.1.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationscibmmrule-02.json?at=refs%2Ftags%2Fv17.1.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationscibmmrule-02.json?at=refs%2Ftags%2Fv17.1.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationscibmmrule-02.json?at=refs%2Ftags%2Fv17.1.0",t_rzua_sust_operations_cib,RZUA_sust-operations-cib_KCOG_entity_MMRule.conf,DELIVERED,15.1.0,RZUA,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/rzua_hamm/15.1.0/hammurabi/confs/master/rzua/RZUA_sust-operations-cib_KCOG_entity_MMRule.conf,CUTOFF_DATE,1,Monthly,DQ Local,Holding,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/rzua/master/t_rzua_sust_operations_cib,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationscibmmrule-04.json?at=refs%2Ftags%2Fv17.1.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationscibmmrule-04.json?at=refs%2Ftags%2Fv17.1.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationscibmmrule-04.json?at=refs%2Ftags%2Fv17.1.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationscibmmrule-04.json?at=refs%2Ftags%2Fv17.1.0",t_rzua_sust_operations_cib,RZUA_sust-operations-cib_RZUA_sust-operations_MMRule.conf,DELIVERED,15.1.0,RZUA,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/rzua_hamm/15.1.0/hammurabi/confs/master/rzua/RZUA_sust-operations-cib_RZUA_sust-operations_MMRule.conf,CUTOFF_DATE,1,Monthly,DQ Local,Holding,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/rzua/master/t_rzua_sust_operations_cib,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationscibmmrule-03.json?at=refs%2Ftags%2Fv17.1.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationscibmmrule-03.json?at=refs%2Ftags%2Fv17.1.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationscibmmrule-03.json?at=refs%2Ftags%2Fv17.1.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationscibmmrule-03.json?at=refs%2Ftags%2Fv17.1.0",t_rzua_sust_operations_cib,RZUA_sust-operations-cib_RZUA_sust-operations-cib_MMRule.conf,DELIVERED,15.1.0,RZUA,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/rzua_hamm/15.1.0/hammurabi/confs/master/rzua/RZUA_sust-operations-cib_RZUA_sust-operations-cib_MMRule.conf,"CUTOFF_DATE, PREVIOUS_CUTOFF_DATE",1,Monthly,DQ Local,Holding,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/rzua/master/t_rzua_sust_operations_cib,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationscibmrfield-01.json?at=refs%2Ftags%2Fv17.1.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationscibmrfield-01.json?at=refs%2Ftags%2Fv17.1.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationscibmrfield-01.json?at=refs%2Ftags%2Fv17.1.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationscibmrfield-01.json?at=refs%2Ftags%2Fv17.1.0",t_rzua_sust_operations_cib,RZUA_sust-operations-cib_MRField.conf,DELIVERED,16.0.5,RZUA,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/rzua_hamm/16.0.5/hammurabi/confs/master/rzua/RZUA_sust-operations-cib_MRField.conf,CUTOFF_DATE,2,Monthly,DQ Local,Holding,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/rzua/master/t_rzua_sust_operations_eod,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationseodmrfield-01.json?at=refs%2Ftags%2Fv17.1.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationseodmrfield-01.json?at=refs%2Ftags%2Fv17.1.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationseodmrfield-01.json?at=refs%2Ftags%2Fv17.1.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationseodmrfield-01.json?at=refs%2Ftags%2Fv17.1.0",t_rzua_sust_operations_eod,RZUA_sust-operations-eod_MRField.conf,DELIVERED,15.1.0,RZUA,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/rzua_hamm/15.1.0/hammurabi/confs/master/rzua/RZUA_sust-operations-eod_MRField.conf,CUTOFF_DATE,3,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/rzua/master/t_rzua_sust_operations_eod,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationseodmrobject-01.json?at=refs%2Ftags%2Fv17.1.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationseodmrobject-01.json?at=refs%2Ftags%2Fv17.1.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationseodmrobject-01.json?at=refs%2Ftags%2Fv17.1.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationseodmrobject-01.json?at=refs%2Ftags%2Fv17.1.0",t_rzua_sust_operations_eod,RZUA_sust-operations-eod_MRObject.conf,DELIVERED,15.1.0,RZUA,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/rzua_hamm/15.1.0/hammurabi/confs/master/rzua/RZUA_sust-operations-eod_MRObject.conf,"CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",1,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/rzua/master/t_rzua_sust_operations_eod,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationseodmrfield-01.json?at=refs%2Ftags%2Fv17.1.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationseodmrfield-01.json?at=refs%2Ftags%2Fv17.1.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationseodmrfield-01.json?at=refs%2Ftags%2Fv17.1.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationseodmrfield-01.json?at=refs%2Ftags%2Fv17.1.0",t_rzua_sust_operations_eod,RZUA_sust-operations-eod_MRField.conf,DELIVERED,16.0.2,RZUA,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/rzua_hamm/16.0.2/hammurabi/confs/master/rzua/RZUA_sust-operations-eod_MRField.conf,CUTOFF_DATE,3,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/rzua/master/t_rzua_sust_operations_eod,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationseodmrfield-01.json?at=refs%2Ftags%2Fv17.1.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationseodmrfield-01.json?at=refs%2Ftags%2Fv17.1.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/rzua-gl-hmm-qlt-sustoperationseodmrfield-01.json?at=refs%2Ftags%2Fv17.1.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_RZUA_APP-ID-19546_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/rzua-gl-hmm-qlt-sustoperationseodmrfield-01.json?at=refs%2Ftags%2Fv17.1.0",t_rzua_sust_operations_eod,RZUA_sust-operations-eod_MRField.conf,DELIVERED,16.0.6,RZUA,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/rzua_hamm/16.0.6/hammurabi/confs/master/rzua/RZUA_sust-operations-eod_MRField.conf,CUTOFF_DATE,3,Daily,DQ Local,Local,,,,,,,,,,,,,,,,,,,,,,,,
