,,,Nuestro doc: SDM [C360] - Componentes,,Ejemplo correcto:,,,,,,,,,,,,,,,Schema,Componente,,,,Dataproc Live,,,,,Planificación Proceso,,,Adicional,Países en los que aplica (Opcional),,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/b0hn/master/t_b0hn_sust_group_mark,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupmarkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupmarkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupmarkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupmarkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0",t_b0hn_sust_group_mark,B0HN_sust-group-mark_MRField.conf,DELIVERED,17.0.0,B0HN,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/b0hn_hamm/17.0.0/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,"CUTOFF_DATE, SOURCE",5,Monthly,DQ Local,Both,,,1Q22,17.0.0,B0HN_sust-group-mark_KSAG_holding-business-group_MMRule.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupmarkmmrule-01.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupmarkmmrule-01.json?at=refs%2Ftags%2Fv17.2.0",,,,,17.0.1,45847,3/07/2025,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/b0hn/master/t_b0hn_sust_group_mark,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupmarkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupmarkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupmarkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupmarkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0",t_b0hn_sust_group_mark,B0HN_sust-group-mark_MRField.conf,DELIVERED,16.1.7,B0HN,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/b0hn_hamm/16.1.7/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,"CUTOFF_DATE, SOURCE",5,Monthly,DQ Local,Both,,,1Q24,17.0.0,B0HN_sust-groups-fdbk_MRField.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0",,,,,17.0.0,45841,25/06/2025,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/b0hn/master/t_b0hn_sust_group_mark,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupmarkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupmarkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupmarkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupmarkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0",t_b0hn_sust_group_mark,B0HN_sust-group-mark_MRField.conf,DELIVERED,17.2.0,B0HN,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/b0hn_hamm/17.2.0/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,"CUTOFF_DATE, SOURCE",5,Monthly,DQ Local,Both,,,1Q25,17.0.0,B0HN_sust-groups-fdbk_MRObject.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkmrobject-01.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkmrobject-01.json?at=refs%2Ftags%2Fv17.2.0",,,,,16.1.7,45833,16/06/2025,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/b0hn/master/t_b0hn_sust_group_mark,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupmarkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupmarkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupmarkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupmarkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0",t_b0hn_sust_group_mark,B0HN_sust-group-mark_MRField.conf,DELIVERED,17.0.1,B0HN,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/b0hn_hamm/17.0.1/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRField.conf,"CUTOFF_DATE, SOURCE",5,Monthly,DQ Local,Both,,,2Q23,17.0.0,B0HN_sust-groups-fdbk_B0HN_sust-groups-fdbk-detail_MMRule.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-01.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-01.json?at=refs%2Ftags%2Fv17.2.0",,,,,16.1.6,45824,10/06/2025,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/b0hn/master/t_b0hn_sust_group_mark,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupmarkmrobject-01.json?at=refs%2Ftags%2Fv17.2.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupmarkmrobject-01.json?at=refs%2Ftags%2Fv17.2.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupmarkmrobject-01.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupmarkmrobject-01.json?at=refs%2Ftags%2Fv17.2.0",t_b0hn_sust_group_mark,B0HN_sust-group-mark_MRObject.conf,DELIVERED,17.2.0,B0HN,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/b0hn_hamm/17.2.0/hammurabi/confs/master/b0hn/B0HN_sust-group-mark_MRObject.conf,"CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND, SOURCE",1,Monthly,DQ Local,Both,,,2Q24,17.0.0,B0HN_sust-groups-fdbk_KCOG_entity_MMRule.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-02.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-02.json?at=refs%2Ftags%2Fv17.2.0",,,,,16.1.5,45818,29/05/2025,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/b0hn/master/t_b0hn_sust_groups_fdbk,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkmrfield-01.json?at=refs%2Ftags%2Fv17.2.0",t_b0hn_sust_groups_fdbk,B0HN_sust-groups-fdbk_MRField.conf,DELIVERED,15.1.0,B0HN,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/b0hn_hamm/15.1.0/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk_MRField.conf,CUTOFF_DATE,1,Daily,DQ Local,Holding,,,2Q25,17.0.0,B0HN_sust-groups-fdbk_KCOG_country_MMRule.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-03.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-03.json?at=refs%2Ftags%2Fv17.2.0",,,,,16.1.4,45806,21/05/2025,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/b0hn/master/t_b0hn_sust_groups_fdbk,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkmrobject-01.json?at=refs%2Ftags%2Fv17.2.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkmrobject-01.json?at=refs%2Ftags%2Fv17.2.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkmrobject-01.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkmrobject-01.json?at=refs%2Ftags%2Fv17.2.0",t_b0hn_sust_groups_fdbk,B0HN_sust-groups-fdbk_MRObject.conf,DELIVERED,15.1.0,B0HN,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/b0hn_hamm/15.1.0/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk_MRObject.conf,"CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",1,Daily,DQ Local,Holding,,,3Q24,17.0.0,B0HN_sust-groups-fdbk-detail_MRField.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkdetaimrfield-01.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkdetaimrfield-01.json?at=refs%2Ftags%2Fv17.2.0",,,,,16.1.3,45798,15/05/2025,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/b0hn/master/t_b0hn_sust_groups_fdbk,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-03.json?at=refs%2Ftags%2Fv17.2.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-03.json?at=refs%2Ftags%2Fv17.2.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-03.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-03.json?at=refs%2Ftags%2Fv17.2.0",t_b0hn_sust_groups_fdbk,B0HN_sust-groups-fdbk_KCOG_country_MMRule.conf,DELIVERED,15.1.0,B0HN,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/b0hn_hamm/15.1.0/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk_KCOG_country_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Holding,,,3Q25,17.0.0,B0HN_sust-groups-fdbk-detail_MRObject.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkdetaimrobject-01.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkdetaimrobject-01.json?at=refs%2Ftags%2Fv17.2.0",,,,,16.1.2,45792,14/05/2025,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/b0hn/master/t_b0hn_sust_groups_fdbk,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-02.json?at=refs%2Ftags%2Fv17.2.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-02.json?at=refs%2Ftags%2Fv17.2.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-02.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-02.json?at=refs%2Ftags%2Fv17.2.0",t_b0hn_sust_groups_fdbk,B0HN_sust-groups-fdbk_KCOG_entity_MMRule.conf,DELIVERED,15.1.0,B0HN,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/b0hn_hamm/15.1.0/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk_KCOG_entity_MMRule.conf,CUTOFF_DATE,1,Daily,DQ Local,Holding,,,4Q23,17.0.0,B0HN_sust-groups-fdbk-detail_B0HN_sust-groups-fdbk_MMRule.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkdetaimmrule-01.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkdetaimmrule-01.json?at=refs%2Ftags%2Fv17.2.0",,,,,16.1.2,45791,8/05/2025,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/b0hn/master/t_b0hn_sust_groups_fdbk,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-01.json?at=refs%2Ftags%2Fv17.2.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-01.json?at=refs%2Ftags%2Fv17.2.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-01.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkmmrule-01.json?at=refs%2Ftags%2Fv17.2.0",t_b0hn_sust_groups_fdbk,B0HN_sust-groups-fdbk_B0HN_sust-groups-fdbk-detail_MMRule.conf,DELIVERED,15.1.0,B0HN,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/b0hn_hamm/15.1.0/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk_B0HN_sust-groups-fdbk-detail_MMRule.conf,"CUTOFF_DATE, extralibs",2,Daily,DQ Local,Holding,,,2Q25,16.1.7,B0HN_toolkit-esg-group-output_MRField.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-toolkitesggroupoutpmrfield-01.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-toolkitesggroupoutpmrfield-01.json?at=refs%2Ftags%2Fv17.2.0",,,,,16.1.1,45785,6/05/2025,,,,,,,,,,,
https://artifactory.globaldevtools.bbva.com/ui/native/gl-datio-da-generic-dev-local/schemas/gl/b0hn/master/t_b0hn_sust_groups_fdbk_detail,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkdetaimrfield-01.json?at=refs%2Ftags%2Fv17.2.0,https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkdetaimrfield-01.json?at=refs%2Ftags%2Fv17.2.0,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-sustgroupsfdbkdetaimrfield-01.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-sustgroupsfdbkdetaimrfield-01.json?at=refs%2Ftags%2Fv17.2.0",t_b0hn_sust_groups_fdbk_detail,B0HN_sust-groups-fdbk-detail_MRField.conf,DELIVERED,15.1.0,B0HN,https://artifactory.globaldevtools.bbva.com/ui/repos/tree/General/gl-datio-spark-libs-maven-local/com/bbva/gl/dh/360/confs/b0hn_hamm/15.1.0/hammurabi/confs/master/b0hn/B0HN_sust-groups-fdbk-detail_MRField.conf,CUTOFF_DATE,1,Daily,DQ Local,Holding,,,2Q25,16.1.6,B0HN_toolkit-esg-group-output_MRObject.conf,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/b0hn-gl-hmm-qlt-toolkitesggroupoutpmrobject-01.json?at=refs%2Ftags%2Fv17.2.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_B0HN_APP-ID-23103_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/b0hn-gl-hmm-qlt-toolkitesggroupoutpmrobject-01.json?at=refs%2Ftags%2Fv17.2.0",,,,,16.1.0,45783,29/04/2025,,,,,,,,,,,
